Id,Label,url,Main Topic,Total Views,Total Videos,Subscribers
UCH4SbLzzcJD73JGCxvCwvlg,YokaMusic,https://www.youtube.com/channel/UCH4SbLzzcJD73JGCxvCwvlg,Music,2530574,86,11700
UCSS1NGJlBsnGwntFy1AREAQ,Lilee - Topic,https://www.youtube.com/channel/UCSS1NGJlBsnGwntFy1AREAQ,Independent music,90332,15,36
UCA0B7x_M1_JKrFU4z02R-Ng,ADNAN GUFRONA - Topic,https://www.youtube.com/channel/UCA0B7x_M1_JKrFU4z02R-Ng,Pop music,12828016,11,28
UCmuhkbAcJZHqzCs6u5JtbPA,lostcage,https://www.youtube.com/channel/UCmuhkbAcJZHqzCs6u5JtbPA,Music,586280,89,3210
UCBuBTkcgN_7Sxta2SXalfdA,Vor!ne,https://www.youtube.com/channel/UCBuBTkcgN_7Sxta2SXalfdA,Pop music,3235,26,67
UC2Vg1LnYEVqmpjLF2Ws67yA,Cathedral Club,https://www.youtube.com/channel/UC2Vg1LnYEVqmpjLF2Ws67yA,Hip hop music,3451,39,68
UCKtzhKtZ6A71G0iOZhaIqqQ,Dim4eyez,https://www.youtube.com/channel/UCKtzhKtZ6A71G0iOZhaIqqQ,Hip hop music,27110,32,1390
UCOUk9bwgpOryObHhsFnlp7Q,GaneKey,https://www.youtube.com/channel/UCOUk9bwgpOryObHhsFnlp7Q,Role-playing video game,5146758,846,93200
UCOFvtauYh2RqSy-bFmhIDUA,followingchesterpathh,https://www.youtube.com/channel/UCOFvtauYh2RqSy-bFmhIDUA,Action-adventure game,108269,206,2610
UCYFNiUNpJ_r624tSU12w9aA,PilosopiL,https://www.youtube.com/channel/UCYFNiUNpJ_r624tSU12w9aA,Action-adventure game,1489070,576,29600
UCx9D32C8ZFaz1kPkBASSAzQ,Kyne,https://www.youtube.com/channel/UCx9D32C8ZFaz1kPkBASSAzQ,Action-adventure game,107869,70,2120
UCS-lQAki28XjjSDalcWsHCw,TBN PLUG EXECUTIVE,https://www.youtube.com/channel/UCS-lQAki28XjjSDalcWsHCw,Role-playing video game,6434,3,222
UCkmXYtBjhilwv8P2jZPfHMQ,Jipen,https://www.youtube.com/channel/UCkmXYtBjhilwv8P2jZPfHMQ,Action game,186181,355,3670
UCjhMe3wMMbmcTb0Qmo8Rvow,Kokoo,https://www.youtube.com/channel/UCjhMe3wMMbmcTb0Qmo8Rvow,Role-playing video game,14146,24,1840
UCEvlfz79QPW37xGKkN-4sHA,Ramorant,https://www.youtube.com/channel/UCEvlfz79QPW37xGKkN-4sHA,Action-adventure game,199795,55,9490
UCEL-pqrBJa7IGcRDlR8FZPQ,GrimDior,https://www.youtube.com/channel/UCEL-pqrBJa7IGcRDlR8FZPQ,Electronic music,1394434,129,5530
UCQE4g7pyl0CSYqKjbXplgUA,YOPI,https://www.youtube.com/channel/UCQE4g7pyl0CSYqKjbXplgUA,Music,9051212,222,33000
UC34L4iz1stvSp-75j5JnqTA,Zalfa,https://www.youtube.com/channel/UC34L4iz1stvSp-75j5JnqTA,,54387,1,2370
UC3iSBXqd2P_IfAHnGtXiiAA,Tomi Sitorus,https://www.youtube.com/channel/UC3iSBXqd2P_IfAHnGtXiiAA,Action-adventure game,5479537,1008,22700
UCJtYY44znndp-xw41hHOeig,SHOWBOYZ,https://www.youtube.com/channel/UCJtYY44znndp-xw41hHOeig,Music,1795022,141,17900
UC3McQe8tUdOw-yu5KGptLaw,nrd,https://www.youtube.com/channel/UC3McQe8tUdOw-yu5KGptLaw,Action-adventure game,44105,72,1990
UCOSHl09WkxT2fXsjN438fqA,MD XXL,https://www.youtube.com/channel/UCOSHl09WkxT2fXsjN438fqA,Soul music,4044113,832,14800
UCr5TXblXrz1h4925hZc3JvA,Sky EXP Collective,https://www.youtube.com/channel/UCr5TXblXrz1h4925hZc3JvA,,0,0,13000
UC0MqD5vOWuS6bkCeIBnnzHw,TylianMTB,https://www.youtube.com/channel/UC0MqD5vOWuS6bkCeIBnnzHw,Music,124507194,1298,253000
UC1tDJ5pl2Q8zHX9b2ct0RCw,jalenrekt,https://www.youtube.com/channel/UC1tDJ5pl2Q8zHX9b2ct0RCw,Pop music,112510989,343,212000
UC-CnJoC3l9SSKi6HXS44CNA,Natanael A.【ナタン】,https://www.youtube.com/channel/UC-CnJoC3l9SSKi6HXS44CNA,Music,3703453,224,12300
UCFn6QNMs31x6hv0CIEyAYiw,keeno official,https://www.youtube.com/channel/UCFn6QNMs31x6hv0CIEyAYiw,Music of Asia,1463105,3,25100
UCQBLCpXNxjU-0lljsXsMakg,Nem,https://www.youtube.com/channel/UCQBLCpXNxjU-0lljsXsMakg,Music of Asia,12625853,48,39900
UCedUncFff0R2SbOTxkJUPow,LOTI,https://www.youtube.com/channel/UCedUncFff0R2SbOTxkJUPow,Hip hop music,22288722,134,22700
UCuZPtWDsczOuztPMUr0mmpw,CORPSE,https://www.youtube.com/channel/UCuZPtWDsczOuztPMUr0mmpw,Hip hop music,439957978,19,2860000
UCP0AYLjqoVV959vZx2XJmAg,yonkey official,https://www.youtube.com/channel/UCP0AYLjqoVV959vZx2XJmAg,Independent music,306868,12,2740
UChthsNDWnGTCsAJSY-yGSyg,足立佳奈,https://www.youtube.com/channel/UChthsNDWnGTCsAJSY-yGSyg,Music of Asia,47603636,140,136000
UCln9P4Qm3-EAY4aiEPmRwEA,Ado,https://www.youtube.com/channel/UCln9P4Qm3-EAY4aiEPmRwEA,Music of Asia,5424276825,713,9290000
UC10BM9XdLdrvB8japwmRUvA,Kanaria,https://www.youtube.com/channel/UC10BM9XdLdrvB8japwmRUvA,Music of Asia,609397215,69,1490000
UC7FdBI7zW5FM8R7s57EZySw,Selfregret,https://www.youtube.com/channel/UC7FdBI7zW5FM8R7s57EZySw,Music of Asia,11453,9,71
UCNKU7EjcHbK36gGUL7BaP4w,Lazyan_dbored,https://www.youtube.com/channel/UCNKU7EjcHbK36gGUL7BaP4w,Music,16496,8,58
UCkKhLYOjRXiNHsV0c8dmI_g,Nana Megumi ch.,https://www.youtube.com/channel/UCkKhLYOjRXiNHsV0c8dmI_g,,218924,244,7110
UCvpHZYWHqry787AVncZDDKQ,Wibu Sableng Commission,https://www.youtube.com/channel/UCvpHZYWHqry787AVncZDDKQ,Action game,4748,7,48
UCK4lZqiWNuOf-CTyX3Qbj1w,Gabriel Abyssia,https://www.youtube.com/channel/UCK4lZqiWNuOf-CTyX3Qbj1w,Action-adventure game,6284039,1113,53600
UCcdBPXzeUZMvkcyby45eNfQ,Sandi Wirayudha,https://www.youtube.com/channel/UCcdBPXzeUZMvkcyby45eNfQ,Pop music,208588,109,920
UCXp26d9RQqUnCeRwaulXZgA,Eray Ryuki【VERSA】,https://www.youtube.com/channel/UCXp26d9RQqUnCeRwaulXZgA,Action-adventure game,663974,277,26200
UCTX1udX1s_n4OFt5MlxEmiw,Y.A.P Official,https://www.youtube.com/channel/UCTX1udX1s_n4OFt5MlxEmiw,Electronic music,11672,36,2140
UCGhCsFMqLK25ntddKGoPQSg,Alenka Inventra | DigiKagi,https://www.youtube.com/channel/UCGhCsFMqLK25ntddKGoPQSg,Action game,39708338,733,325000
UCmpdlff7cyIRI-WRkOwbBfQ,Livy Addalyn Ch. 【ASPIRA Project】,https://www.youtube.com/channel/UCmpdlff7cyIRI-WRkOwbBfQ,,1840,1,4220
UC9L0rdQoBOUPwiwl4VgDqYw,Quaela Ivanna Ch.,https://www.youtube.com/channel/UC9L0rdQoBOUPwiwl4VgDqYw,Music,1072,2,122
UCyxWSWSyWkGL8cklraOQcvA,fahr,https://www.youtube.com/channel/UCyxWSWSyWkGL8cklraOQcvA,Electronic music,4294,10,59
UCXdqM01i5loJv2b45KNzoLw,zukisuzuki BGM,https://www.youtube.com/channel/UCXdqM01i5loJv2b45KNzoLw,Hip hop music,22536447,575,105000
UCoPUMQH-DiKlaJu1E_Sloqw,雨衣Official,https://www.youtube.com/channel/UCoPUMQH-DiKlaJu1E_Sloqw,Music of Asia,4383082,27,104000
UCCxVDnuUc9FtjUXUzTd0LJA,ソナーレ BGM channel,https://www.youtube.com/channel/UCCxVDnuUc9FtjUXUzTd0LJA,Music of Asia,152351,22,1400
UCeBuESc6vN_IiFR3je4NYTg,雨良 Amala,https://www.youtube.com/channel/UCeBuESc6vN_IiFR3je4NYTg,Entertainment,207179205,279,628000
UCo8YLMpsKZYTfVaQyh0XyoQ,nm free music,https://www.youtube.com/channel/UCo8YLMpsKZYTfVaQyh0XyoQ,Music of Asia,1099919,238,6190
UCAZPERjpsQIx3nPOVAx_y4g,MUKU,https://www.youtube.com/channel/UCAZPERjpsQIx3nPOVAx_y4g,Role-playing video game,63757,632,1010
UCtcYuWVYV2XJOunU_vlXGBg,秋森海里,https://www.youtube.com/channel/UCtcYuWVYV2XJOunU_vlXGBg,Action game,67033,151,335
UCuajCUqONzGf-fT9T7av1iQ,Nyalpaca BGM Workshop,https://www.youtube.com/channel/UCuajCUqONzGf-fT9T7av1iQ,Music,8061533,88,61200
UC3_tcjJS_a1NpDpYaCCTwcw,Kyatto,https://www.youtube.com/channel/UC3_tcjJS_a1NpDpYaCCTwcw,Music of Asia,16305355,81,87600
UCdaEnOrG9JoPvp4QN0vZrnw,えだまめ88,https://www.youtube.com/channel/UCdaEnOrG9JoPvp4QN0vZrnw,Music,3534404,138,17400
UCzNXpqpdvlibmNc1JpM1o4g,ルンルン / Lunlun【にじさんじ】,https://www.youtube.com/channel/UCzNXpqpdvlibmNc1JpM1o4g,Video game culture,139506202,619,903000
UCKdj49SxPcZChockGr4XKGg,katabami_2322,https://www.youtube.com/channel/UCKdj49SxPcZChockGr4XKGg,,0,0,0
UCJS5R13nmDI_Npmx-zneRtQ,かがみ もち,https://www.youtube.com/channel/UCJS5R13nmDI_Npmx-zneRtQ,Entertainment,433913,257,770
UCNIdLqe9wWUaaNFvNMi8lKA,北兎エト,https://www.youtube.com/channel/UCNIdLqe9wWUaaNFvNMi8lKA,,513,5,34
UC0bzut01UZEf9hBLAOlGxJA,七肯chik,https://www.youtube.com/channel/UC0bzut01UZEf9hBLAOlGxJA,Role-playing video game,77978,689,1290
UC2HejkTaAD5O0VrRXjdpXxw,UFO醬【麻糬山丘 MochiHill Ch.】,https://www.youtube.com/channel/UC2HejkTaAD5O0VrRXjdpXxw,,408186,745,8150
UC73zug1oyUSpyVCK6hrhRSg,藤堂幸助,https://www.youtube.com/channel/UC73zug1oyUSpyVCK6hrhRSg,Video game culture,152843,570,1760
UCu8Q3UbGlmIOH82PAgPV9Yw,虛擬鮪魚 Virtual Tuna Ch.,https://www.youtube.com/channel/UCu8Q3UbGlmIOH82PAgPV9Yw,,742,1,699
UCIluhwUtoEKl_PrYbPR3eKw,砂糖楓梨 Sato Furi Ch.,https://www.youtube.com/channel/UCIluhwUtoEKl_PrYbPR3eKw,,1063150,571,25500
UCRs9zyFN4vI1yKo08y0tLRQ,影縫英,https://www.youtube.com/channel/UCRs9zyFN4vI1yKo08y0tLRQ,Pop music,10155450,22,38600
UCah4_WVjmr8XA7i5aigwV-Q,ヰ世界情緒 -Isekaijoucho-,https://www.youtube.com/channel/UCah4_WVjmr8XA7i5aigwV-Q,Music of Asia,206638395,468,512000
UC8fC0rjHhH7-HyyrKUmiZVA,Tanchiky,https://www.youtube.com/channel/UC8fC0rjHhH7-HyyrKUmiZVA,Music of Asia,12165548,149,27400
UCO8dQsjFAV_n4OpRQFFU_4w,すずしろ / すずみしろ,https://www.youtube.com/channel/UCO8dQsjFAV_n4OpRQFFU_4w,Entertainment,2040312,100,18600
UC_fYA9QRK-aJnFTgvR_4zug,ななひら / Nanahira,https://www.youtube.com/channel/UC_fYA9QRK-aJnFTgvR_4zug,Music of Asia,68159863,215,251000
UCoupL81t75_Z4XRKzOSHLbg,ちょこ,https://www.youtube.com/channel/UCoupL81t75_Z4XRKzOSHLbg,Music,4491068,432,24900
UC7Gow-kNHq21oejSIDg9PAg,幸祜 - KOKO -,https://www.youtube.com/channel/UC7Gow-kNHq21oejSIDg9PAg,Pop music,102181853,318,341000
UCE7gtjLeZKNXLp5YURzYYeg,春猿火 / Harusaruhi,https://www.youtube.com/channel/UCE7gtjLeZKNXLp5YURzYYeg,Pop music,128664498,288,344000
UCJIJNGZ9a53bqBdcjII4cgA,シャノン / Shannon Official,https://www.youtube.com/channel/UCJIJNGZ9a53bqBdcjII4cgA,Music of Asia,14777002,110,125000
UCQ1U65-CQdIoZ2_NA4Z4F7A,KAF,https://www.youtube.com/channel/UCQ1U65-CQdIoZ2_NA4Z4F7A,Music of Asia,428070406,900,1080000
UCRu9LBf2hAp7saEYYQZFFTQ,なみぐる - namigroove,https://www.youtube.com/channel/UCRu9LBf2hAp7saEYYQZFFTQ,Electronic music,31052167,249,6620
UCDzdRLILLWlHxXnj3HhXW0A,Caitlin Myers,https://www.youtube.com/channel/UCDzdRLILLWlHxXnj3HhXW0A,Music of Asia,59852799,53,261000
UCHf9og9JlOD7YNYezW_tVew,#ERROR!,https://www.youtube.com/channel/UCHf9og9JlOD7YNYezW_tVew,Pop music,741599,24,9060
UCLSVmJdBOcoPEXZFXV5kBuA,Pumpkin Head,https://www.youtube.com/channel/UCLSVmJdBOcoPEXZFXV5kBuA,Independent music,942857,54,5960
UCPdZOrR0I5DGNcl3C6RnWhg,R.I.P / RIProducer,https://www.youtube.com/channel/UCPdZOrR0I5DGNcl3C6RnWhg,Electronic music,45454171,25,95000
UCJ5k-jf-8fzMGnpEy27X4DQ,GHOST,https://www.youtube.com/channel/UCJ5k-jf-8fzMGnpEy27X4DQ,Independent music,210676781,74,498000
UCruawUHjUtIaYRqXqElyZqA,ponkansoup,https://www.youtube.com/channel/UCruawUHjUtIaYRqXqElyZqA,Electronic music,2012799,17,11400
UCrq2qxXTl7u-YKeSqIJ5xZA,SATURDAY ⌾ MOURNING,https://www.youtube.com/channel/UCrq2qxXTl7u-YKeSqIJ5xZA,Film,2373259,68,5800
UCH4Okh3kaBIs6yjukOdCvRQ,GIN,https://www.youtube.com/channel/UCH4Okh3kaBIs6yjukOdCvRQ,Electronic music,311230,90,2220
UCoPZGwLBlAj6OsmR-jSifPg,11vein,https://www.youtube.com/channel/UCoPZGwLBlAj6OsmR-jSifPg,Pop music,1905289,9,12600
UC5p3u7zr79oFMSxWTMtVp3Q,사기,https://www.youtube.com/channel/UC5p3u7zr79oFMSxWTMtVp3Q,Music of Asia,432726,32,8560
UChIsLLz4UvdJVT0yBku1qOw,Rumskii ch,https://www.youtube.com/channel/UChIsLLz4UvdJVT0yBku1qOw,Electronic music,335102,193,4760
UCpLKk1TqiGRqLWcR9_ZcNaA,ツミキ / NOMELON NOLEMON,https://www.youtube.com/channel/UCpLKk1TqiGRqLWcR9_ZcNaA,Pop music,164883659,108,324000
UCdBFH0GhWvlntZaVoWBceXA,Anahit Vardanyan,https://www.youtube.com/channel/UCdBFH0GhWvlntZaVoWBceXA,Electronic music,425282,70,3740
UCYNbTyu6pb1XsMHIWLAyuYQ,The Selchies,https://www.youtube.com/channel/UCYNbTyu6pb1XsMHIWLAyuYQ,Humour,52861009,638,107000
UCywhnhPP3dAw7huG_y0hdEg,Brandon Rogers,https://www.youtube.com/channel/UCywhnhPP3dAw7huG_y0hdEg,Entertainment,1644010101,383,7260000
UC71YOe3AUHZ4ep_ATiYGZjw,Bloody Bunny (Official Channel),https://www.youtube.com/channel/UC71YOe3AUHZ4ep_ATiYGZjw,Entertainment,16978873,19,163000
UC87PQkY3dDS-FastDm97emA,Kero Kero Bonito,https://www.youtube.com/channel/UC87PQkY3dDS-FastDm97emA,Independent music,182414700,96,624000
UCoOJyqvSBVWbcxCiQfz74Ew,Zzz.,https://www.youtube.com/channel/UCoOJyqvSBVWbcxCiQfz74Ew,Pop music,11080192,94,55400
UCobJseYd3Z4Kd9igg8PWXpQ,Matt Watson,https://www.youtube.com/channel/UCobJseYd3Z4Kd9igg8PWXpQ,Hip hop music,13741487,21,167000
UCWLeX1gPvS5ooyyytGRufLg,Avocado Animations,https://www.youtube.com/channel/UCWLeX1gPvS5ooyyytGRufLg,Film,434133557,77,2910000
UCaQgdQV-LkpZPDzCogWkWFg,Syphrus,https://www.youtube.com/channel/UCaQgdQV-LkpZPDzCogWkWFg,Action-adventure game,22565035,683,106000
UCh0mYnolR2jJ4rjQa8upK8Q,Kylie Noels,https://www.youtube.com/channel/UCh0mYnolR2jJ4rjQa8upK8Q,Entertainment,5607437,189,4320
UCQU7IcK9uo9k5bVoJm8GM4A,Sommerset,https://www.youtube.com/channel/UCQU7IcK9uo9k5bVoJm8GM4A,Action game,54517881,703,472000
UCl7uP8M7BH-sScwPokp7U4w,its dwolf,https://www.youtube.com/channel/UCl7uP8M7BH-sScwPokp7U4w,Action-adventure game,278809,138,4370
UCUqg5urMmozEucr5xAKTa5g,OBSBOT,https://www.youtube.com/channel/UCUqg5urMmozEucr5xAKTa5g,Technology,6833950,280,21300
UClRhBEk6jWCU1Fyj_sjQ8kw,Rodey,https://www.youtube.com/channel/UClRhBEk6jWCU1Fyj_sjQ8kw,Role-playing video game,127348372,363,783000
UCTl3QQTvqHFjurroKxexy2Q,Olympics,https://www.youtube.com/channel/UCTl3QQTvqHFjurroKxexy2Q,Sport,12704664519,20980,16600000
UCIKGhmu-KdHCG5vZvOuNaww,Zach Justice,https://www.youtube.com/channel/UCIKGhmu-KdHCG5vZvOuNaww,Entertainment,1232094790,1751,1530000
UCQNWIrUCkl0VIr6y2FOrWeA,GrizzyVODS,https://www.youtube.com/channel/UCQNWIrUCkl0VIr6y2FOrWeA,Action game,36059015,81,212000
UCRuNOupskvYyQITuirXvmCQ,MoreGrizzy,https://www.youtube.com/channel/UCRuNOupskvYyQITuirXvmCQ,Action-adventure game,34114328,82,399000
UCVyga8l4ARgDIqs8h76QzHw,Clooless Podcast,https://www.youtube.com/channel/UCVyga8l4ARgDIqs8h76QzHw,Humour,31666978,117,350000
UCg7YVrx6Xim2zOMb3OpRtBg,GrizzyTV,https://www.youtube.com/channel/UCg7YVrx6Xim2zOMb3OpRtBg,Entertainment,229236986,184,971000
UCmdCl2LVcr19NQ-wDO4q_Gg,Grizzy Beats,https://www.youtube.com/channel/UCmdCl2LVcr19NQ-wDO4q_Gg,Electronic music,0,0,65000
UCMNEVbszv8ZyvSXoTn3yhpQ,TheBurntPeanut,https://www.youtube.com/channel/UCMNEVbszv8ZyvSXoTn3yhpQ,Role-playing video game,481549788,1252,1890000
UCrKtE31-9nGxqIPK1Og0NDQ,The Leo & Danny Show,https://www.youtube.com/channel/UCrKtE31-9nGxqIPK1Og0NDQ,Film,12088959,374,61700
UC0xxXOouv4ueyG5pfIAWlhA,CJ Clark,https://www.youtube.com/channel/UC0xxXOouv4ueyG5pfIAWlhA,Entertainment,617715,60,1290
UCAH5YrOwdOrqif4H4VbLN5w,Willee Johnston,https://www.youtube.com/channel/UCAH5YrOwdOrqif4H4VbLN5w,,0,0,1250
UCLHcr2Yg1AYyHmMKW7r7lMw,Chris Hampton,https://www.youtube.com/channel/UCLHcr2Yg1AYyHmMKW7r7lMw,Entertainment,332263,33,748
UCwY28xcOJxY_hrDhlzer6Kg,Tylor T,https://www.youtube.com/channel/UCwY28xcOJxY_hrDhlzer6Kg,Lifestyle (sociology),985,2,499
UC6nJLzpsncQW4d88YrpZAsg,Legendary Shots,https://www.youtube.com/channel/UC6nJLzpsncQW4d88YrpZAsg,Lifestyle (sociology),4332529991,1296,4720000
UCgtBfURWQHUiImS7StRTkhA,Challenge arena,https://www.youtube.com/channel/UCgtBfURWQHUiImS7StRTkhA,,1314608,18,21100
UCyBtqQsXh0Wq0gZLDljzNvA,Red Bwoy TV ANIMALS,https://www.youtube.com/channel/UCyBtqQsXh0Wq0gZLDljzNvA,Pet,1170509,130,4000
UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,https://www.youtube.com/channel/UCWOA1ZGywLbqmigxE4Qlvuw,Television program,11231403087,9102,33300000
UCObk_g1hQBy0RKKriVX_zOQ,Netflix Is A Joke,https://www.youtube.com/channel/UCObk_g1hQBy0RKKriVX_zOQ,Television program,2881267690,4483,4570000
UC5bqgtz_UodNhxQolE0spTQ,FaZe Live,https://www.youtube.com/channel/UC5bqgtz_UodNhxQolE0spTQ,Entertainment,223714,86,2840
UCe_FhoPnvWiyrJdkoDbTRQw,Adin Clips,https://www.youtube.com/channel/UCe_FhoPnvWiyrJdkoDbTRQw,Film,34009930,576,65800
UCpq0Ou2ObQr-LbTB6hsl8BA,Adin Ross,https://www.youtube.com/channel/UCpq0Ou2ObQr-LbTB6hsl8BA,,5560358,2,885000
UCs1rnF_c_VSg74M5CQ-HKWg,OSRSBeatz,https://www.youtube.com/channel/UCs1rnF_c_VSg74M5CQ-HKWg,Video game culture,32804342,262,53900
UCnAKuzfWjjWQoGJS4ORJXag,aloneintokyo,https://www.youtube.com/channel/UCnAKuzfWjjWQoGJS4ORJXag,Role-playing video game,101363844,644,549000
UCROnD_BAmmF05jLqJ1jbpEA,Hardstuck,https://www.youtube.com/channel/UCROnD_BAmmF05jLqJ1jbpEA,Role-playing video game,2843281,261,20500
UCvzFjzp1IOLyeTW6B7aop-Q,Picco,https://www.youtube.com/channel/UCvzFjzp1IOLyeTW6B7aop-Q,Action-adventure game,412292,129,7740
UCGmkSbQQ5dxwQNNP5ju9H8Q,LoneEgg,https://www.youtube.com/channel/UCGmkSbQQ5dxwQNNP5ju9H8Q,,0,0,3120
UCeSEutT90M258eWTYCILvzA,Shacky,https://www.youtube.com/channel/UCeSEutT90M258eWTYCILvzA,Role-playing video game,33781535,365,205000
UCW_iyt349eJC3NN-a3gLG6g,K02,https://www.youtube.com/channel/UCW_iyt349eJC3NN-a3gLG6g,Action-adventure game,6996,33,222
UCkwvr9omfO9WXsjAa9LR15w,Lost,https://www.youtube.com/channel/UCkwvr9omfO9WXsjAa9LR15w,Action game,404532,8,15900
UCzenbf_-ZJLUKTOy-D4dinA,LEDOO,https://www.youtube.com/channel/UCzenbf_-ZJLUKTOy-D4dinA,Role-playing video game,213889,31,2210
UCcUszRpgRDBbZNLygszTYSA,worse,https://www.youtube.com/channel/UCcUszRpgRDBbZNLygszTYSA,Role-playing video game,57637,45,3550
UCcmCDlPtOv9RsAQM4aSC83A,OBIE,https://www.youtube.com/channel/UCcmCDlPtOv9RsAQM4aSC83A,Action game,27476200,180,177000
UCX-EhyoNi5sm7sijOg8TA_g,emkay,https://www.youtube.com/channel/UCX-EhyoNi5sm7sijOg8TA_g,Action game,1112209,63,15500
UCXPGIxSgugR_rqYr2Bb2LIA,Ultra,https://www.youtube.com/channel/UCXPGIxSgugR_rqYr2Bb2LIA,Role-playing video game,9633660,309,48900
UCIKCOBJoceaflvVLgTIM82A,luckyllama,https://www.youtube.com/channel/UCIKCOBJoceaflvVLgTIM82A,Strategy video game,4548496,43,124000
UCbvwGzSKXa31P6yDRyoNJnA,FancyOrb,https://www.youtube.com/channel/UCbvwGzSKXa31P6yDRyoNJnA,Role-playing video game,128874308,231,930000
UCkKby3SmV9XGW_U_u1RsyCg,Blazed,https://www.youtube.com/channel/UCkKby3SmV9XGW_U_u1RsyCg,Action game,104477372,367,376000
UCxhofOoSmF_RQgSpi48JkMg,Koala,https://www.youtube.com/channel/UCxhofOoSmF_RQgSpi48JkMg,Action game,158069,12,4600
UCetuPjY6ia4FAEFWBjhmv1w,- DB007 -,https://www.youtube.com/channel/UCetuPjY6ia4FAEFWBjhmv1w,Strategy video game,17131,23,299
UCOEt6Go0JO_fC4Uuh_J1IEA,Mr.Dealer,https://www.youtube.com/channel/UCOEt6Go0JO_fC4Uuh_J1IEA,Action game,107825,27,659
UCEJ28Q8fpjyjsqpISMwvrvg,SebbyK,https://www.youtube.com/channel/UCEJ28Q8fpjyjsqpISMwvrvg,Role-playing video game,129890492,598,458000
UC_RTgfzw-lHCxCoDCnXDbtg,Brollow,https://www.youtube.com/channel/UC_RTgfzw-lHCxCoDCnXDbtg,Action game,3046153,22,56400
UCmQA44-0bETSJS9D1oyWy3g,Swift Coyote,https://www.youtube.com/channel/UCmQA44-0bETSJS9D1oyWy3g,Action game,26918,27,1580
UChLgZFcCFw1ktfvyoLGiRTQ,Iced,https://www.youtube.com/channel/UChLgZFcCFw1ktfvyoLGiRTQ,Action-adventure game,51421,10,2090
UC8SHCHvApI1aPlX8jagFZ9Q,Disfigure,https://www.youtube.com/channel/UC8SHCHvApI1aPlX8jagFZ9Q,Role-playing video game,21974297,241,218000
UC0h91OxHExPxenGmUENhuLw,NAZ,https://www.youtube.com/channel/UC0h91OxHExPxenGmUENhuLw,Action-adventure game,1384632,140,17500
UCAYOMpSQugVgFe4wnqZCCKQ,Coma,https://www.youtube.com/channel/UCAYOMpSQugVgFe4wnqZCCKQ,Strategy video game,16694928,246,155000
UCCo6EC0MOfJSnHbD3LI6iFA,spoonkid2,https://www.youtube.com/channel/UCCo6EC0MOfJSnHbD3LI6iFA,Role-playing video game,508316757,599,1100000
UCW3TWRg3EIrtGWHF-Mg6bbw,Gorliac,https://www.youtube.com/channel/UCW3TWRg3EIrtGWHF-Mg6bbw,Action-adventure game,14233470,52,180000
UClMuosUutVxH7hTGVyUzppA,Blooprint's Vault,https://www.youtube.com/channel/UClMuosUutVxH7hTGVyUzppA,Strategy video game,1125189,106,34500
UCgYBxwW1sqqKMb4KjfvDZgQ,Willyum,https://www.youtube.com/channel/UCgYBxwW1sqqKMb4KjfvDZgQ,Action-adventure game,1625216,40,81100
UCiqcn4M1ONHkQCJNl4XXfuA,Hidden Design,https://www.youtube.com/channel/UCiqcn4M1ONHkQCJNl4XXfuA,Role-playing video game,1029175,52,5150
UCNAePsTyyXAMV0wCmJW0JCg,alpacasita,https://www.youtube.com/channel/UCNAePsTyyXAMV0wCmJW0JCg,Action game,341283,41,2610
UC4FTyM4MesUnFNwuw9S1XRw,qaixx,https://www.youtube.com/channel/UC4FTyM4MesUnFNwuw9S1XRw,Strategy video game,6230886,50,105000
UCnd5gkf-ODpm5Qo9TEJKUrw,Albin,https://www.youtube.com/channel/UCnd5gkf-ODpm5Qo9TEJKUrw,Simulation video game,1163833,74,15400
UCisv_Rgs-q5a7ziVFhgnrgQ,Farmerlucas,https://www.youtube.com/channel/UCisv_Rgs-q5a7ziVFhgnrgQ,Role-playing video game,1977677,264,1950
UCo9ecSGBMStWG5uDZv3dgIw,r00t9r Rust,https://www.youtube.com/channel/UCo9ecSGBMStWG5uDZv3dgIw,Action-adventure game,65029,31,6090
UCha7Gw9Ubs8ucjqqzKE0D_Q,Spencer,https://www.youtube.com/channel/UCha7Gw9Ubs8ucjqqzKE0D_Q,Video game culture,387414497,716,2140000
UCPLMPHT-d8GZOqL_AHJFdQQ,Parrot,https://www.youtube.com/channel/UCPLMPHT-d8GZOqL_AHJFdQQ,Action-adventure game,410657665,106,3870000
UCfmjemnU0R2XgfAncXrMSlg,Soren Stavnicky,https://www.youtube.com/channel/UCfmjemnU0R2XgfAncXrMSlg,Classical music,7772,29,114
UC-EBRkXpG5dFHV-zaqDonrg,MM,https://www.youtube.com/channel/UC-EBRkXpG5dFHV-zaqDonrg,Music of Asia,14521,11,171
UCA-8abzeuoKeSfcaysVlT8Q,Volumetrique / VTQ,https://www.youtube.com/channel/UCA-8abzeuoKeSfcaysVlT8Q,Music,39705,106,441
UChPsCwzLIghlUKodG5zijfA,Elegant Sister (ES),https://www.youtube.com/channel/UChPsCwzLIghlUKodG5zijfA,Electronic music,117709401,604,223000
UChicEtffabIKdVJThpPwqhQ,KodamaSoft / KodamaSounds,https://www.youtube.com/channel/UChicEtffabIKdVJThpPwqhQ,Music,34516,47,618
UCzDxWU19jeXdIaRMyWyDVJA,SpiralFlip,https://www.youtube.com/channel/UCzDxWU19jeXdIaRMyWyDVJA,Music of Asia,804794,38,6950
